filename,total_pages,max_page_num,mean_vector,max_vector,file_url,hover_text,mean_umap_1,mean_umap_2,max_umap_1,max_umap_2,cluster_mean,cluster_max,cluster_label_mean,cluster_label_max
0000011580,1,1,,,https://pdf.hres.ca/noc_pm/0000011580.PDF,Document: 0000011580<br>Pages: 1<br>Click to open file,1.3411416912335672,9.201460263156193,-8.825304533271884,4.952023470374888,4,4,Cluster 4,Cluster 4
0000011673,1,1,,,https://pdf.hres.ca/noc_pm/0000011673.PDF,Document: 0000011673<br>Pages: 1<br>Click to open file,1.4327905753511705,9.181091687106388,-8.86847069385538,4.798760378333872,4,4,Cluster 4,Cluster 4
0000011775,2,2,,,https://pdf.hres.ca/noc_pm/0000011775.PDF,Document: 0000011775<br>Pages: 2<br>Click to open file,-15.88201516327674,-1.0656925379998519,-14.061425710945224,-8.476477181938344,5,5,Cluster 5,Cluster 5
0000011852,1,1,,,https://pdf.hres.ca/noc_pm/0000011852.PDF,Document: 0000011852<br>Pages: 1<br>Click to open file,0.5113800817984857,5.3380464524262115,-5.760645414619541,4.941342318031138,3,3,Cluster 3,Cluster 3
0000011899,2,2,,,https://pdf.hres.ca/noc_pm/0000011899.PDF,Document: 0000011899<br>Pages: 2<br>Click to open file,-15.88468735871131,-1.0609079390532805,-14.039781118660068,-8.482868230369741,5,5,Cluster 5,Cluster 5
0000012116,2,2,,,https://pdf.hres.ca/noc_pm/0000012116.PDF,Document: 0000012116<br>Pages: 2<br>Click to open file,-15.830093318794319,-1.1072771936423613,-14.065745855598545,-8.476698911216909,5,5,Cluster 5,Cluster 5
0000012118,1,1,,,https://pdf.hres.ca/noc_pm/0000012118.PDF,Document: 0000012118<br>Pages: 1<br>Click to open file,0.5746524387854852,5.3763531655304595,-5.78190186145792,4.9694976448744,3,3,Cluster 3,Cluster 3
0000012215,2,2,,,https://pdf.hres.ca/noc_pm/0000012215.PDF,Document: 0000012215<br>Pages: 2<br>Click to open file,-15.862771922920295,-1.0797155290610625,-14.036584402351474,-8.463627851036245,5,5,Cluster 5,Cluster 5
0000012419,2,2,,,https://pdf.hres.ca/noc_pm/0000012419.PDF,Document: 0000012419<br>Pages: 2<br>Click to open file,-16.126218730781623,-0.780663689202769,-14.518744970588779,-8.391536748436147,5,5,Cluster 5,Cluster 5
0000012432,4,4,,,https://pdf.hres.ca/noc_pm/0000012432.PDF,Document: 0000012432<br>Pages: 4<br>Click to open file,-15.826578075264045,-1.1078439444072081,-14.051709677009677,-8.473675763633901,5,5,Cluster 5,Cluster 5
0000012539,2,2,,,https://pdf.hres.ca/noc_pm/0000012539.PDF,Document: 0000012539<br>Pages: 2<br>Click to open file,-16.138517314766,-0.8631758909441067,-14.495372320442295,-8.35201982262438,5,5,Cluster 5,Cluster 5
0000012760,1,1,,,https://pdf.hres.ca/noc_pm/0000012760.PDF,Document: 0000012760<br>Pages: 1<br>Click to open file,-1.0986458605271063,8.013344189547794,-9.602534796028232,7.066791498634165,2,2,Cluster 2,Cluster 2
0000012766,2,2,,,https://pdf.hres.ca/noc_pm/0000012766.PDF,Document: 0000012766<br>Pages: 2<br>Click to open file,-16.164514476631233,-0.8329790118850304,-14.469386602668857,-8.342634236839467,5,5,Cluster 5,Cluster 5
0000012910,2,2,,,https://pdf.hres.ca/noc_pm/0000012910.PDF,Document: 0000012910<br>Pages: 2<br>Click to open file,-16.181003505561897,-0.818160619191034,-14.49540283802042,-8.315068280723745,5,5,Cluster 5,Cluster 5
0000013027,2,2,,,https://pdf.hres.ca/noc_pm/0000013027.PDF,Document: 0000013027<br>Pages: 2<br>Click to open file,-8.876711780403205,13.040674588107365,-2.254113699226474,15.602704012367075,6,6,Cluster 6,Cluster 6
0000013042,2,2,,,https://pdf.hres.ca/noc_pm/0000013042.PDF,Document: 0000013042<br>Pages: 2<br>Click to open file,-8.938304836128303,12.978150746249455,-2.2059088003922454,15.552735292884654,6,6,Cluster 6,Cluster 6
0000013637,2,2,,,https://pdf.hres.ca/noc_pm/0000013637.PDF,Document: 0000013637<br>Pages: 2<br>Click to open file,-16.135536128852912,-0.8627408049769236,-14.533851171760654,-8.435557878044301,5,5,Cluster 5,Cluster 5
0000013710,1,1,,,https://pdf.hres.ca/noc_pm/0000013710.PDF,Document: 0000013710<br>Pages: 1<br>Click to open file,3.2142254764098444,-2.3607586413390473,4.756347273559475,-2.772846019294912,7,7,Cluster 7,Cluster 7
0000013767,1,1,,,https://pdf.hres.ca/noc_pm/0000013767.PDF,Document: 0000013767<br>Pages: 1<br>Click to open file,0.4737480336684503,5.338652512454288,-5.652582670478916,4.833459818336314,3,3,Cluster 3,Cluster 3
0000013925,2,2,,,https://pdf.hres.ca/noc_pm/0000013925.PDF,Document: 0000013925<br>Pages: 2<br>Click to open file,-8.844414646003791,13.07499351205756,-2.1465497267533293,15.495165789100474,6,6,Cluster 6,Cluster 6
0000013938,2,2,,,https://pdf.hres.ca/noc_pm/0000013938.PDF,Document: 0000013938<br>Pages: 2<br>Click to open file,-8.770409519050666,13.149011036776798,-2.1653886091996184,15.513657534095591,6,6,Cluster 6,Cluster 6
0000013953,1,1,,,https://pdf.hres.ca/noc_pm/0000013953.PDF,Document: 0000013953<br>Pages: 1<br>Click to open file,0.4808523708838739,5.343226334475772,-5.672979856758213,4.857404196235484,3,3,Cluster 3,Cluster 3
0000014072,2,2,,,https://pdf.hres.ca/noc_pm/0000014072.PDF,Document: 0000014072<br>Pages: 2<br>Click to open file,-8.897898609016487,13.020570179843205,-2.1994109404374114,15.54711052176649,6,6,Cluster 6,Cluster 6
0000014178,2,2,,,https://pdf.hres.ca/noc_pm/0000014178.PDF,Document: 0000014178<br>Pages: 2<br>Click to open file,-8.8199719732743,13.099071881198185,-2.2022400152970305,15.55084129569227,6,6,Cluster 6,Cluster 6
0000014379,2,2,,,https://pdf.hres.ca/noc_pm/0000014379.PDF,Document: 0000014379<br>Pages: 2<br>Click to open file,-16.037605220649787,-0.9556684806711508,-14.527558828621006,-8.430097615745717,5,5,Cluster 5,Cluster 5
0000014768,2,2,,,https://pdf.hres.ca/noc_pm/0000014768.PDF,Document: 0000014768<br>Pages: 2<br>Click to open file,-8.857098514411994,13.061887165927189,-2.216335321693515,15.56499382254774,6,6,Cluster 6,Cluster 6
0000014781,2,2,,,https://pdf.hres.ca/noc_pm/0000014781.PDF,Document: 0000014781<br>Pages: 2<br>Click to open file,-8.842803890083381,13.076330563449162,-2.231631780891513,15.580323183509654,6,6,Cluster 6,Cluster 6
0000014925,1,1,,,https://pdf.hres.ca/noc_pm/0000014925.PDF,Document: 0000014925<br>Pages: 1<br>Click to open file,0.47577900233452697,5.338849923037784,-5.73380329730997,4.916245901557749,3,3,Cluster 3,Cluster 3
0000015487,2,2,,,https://pdf.hres.ca/noc_pm/0000015487.PDF,Document: 0000015487<br>Pages: 2<br>Click to open file,-8.902148181770393,13.013524433993595,-2.2102632773209563,15.557959520789927,6,6,Cluster 6,Cluster 6
0000015615,2,2,,,https://pdf.hres.ca/noc_pm/0000015615.PDF,Document: 0000015615<br>Pages: 2<br>Click to open file,-8.80457490143592,13.112342259310978,-2.2367549193192473,15.586609804603404,6,6,Cluster 6,Cluster 6
0000015657,2,2,,,https://pdf.hres.ca/noc_pm/0000015657.PDF,Document: 0000015657<br>Pages: 2<br>Click to open file,-16.061908656929084,-0.9410681664712264,-14.417092825203037,-8.393898046043569,5,5,Cluster 5,Cluster 5
0000015661,1,1,,,https://pdf.hres.ca/noc_pm/0000015661.PDF,Document: 0000015661<br>Pages: 1<br>Click to open file,0.4762439781684198,5.342537781619327,-5.736822630195713,4.918638193580454,3,3,Cluster 3,Cluster 3
0000015962,2,2,,,https://pdf.hres.ca/noc_pm/0000015962.PDF,Document: 0000015962<br>Pages: 2<br>Click to open file,-16.084968501899787,-0.9116294622189833,-14.529248739509677,-8.397317445305044,5,5,Cluster 5,Cluster 5
0000016167,2,2,,,https://pdf.hres.ca/noc_pm/0000016167.PDF,Document: 0000016167<br>Pages: 2<br>Click to open file,-16.24463837799842,-0.7550284951693846,-14.568946386604404,-8.342140710380727,5,5,Cluster 5,Cluster 5
0000016222,2,2,,,https://pdf.hres.ca/noc_pm/0000016222.PDF,Document: 0000016222<br>Pages: 2<br>Click to open file,-16.244003230903694,-0.7901452757186724,-14.61865379932413,-8.402159249809438,5,5,Cluster 5,Cluster 5
0000016470,2,2,,,https://pdf.hres.ca/noc_pm/0000016470.PDF,Document: 0000016470<br>Pages: 2<br>Click to open file,-8.881693775032112,13.037532231234806,-2.2021160376358977,15.551741564246958,6,6,Cluster 6,Cluster 6
0000016825,2,2,,,https://pdf.hres.ca/noc_pm/0000016825.PDF,Document: 0000016825<br>Pages: 2<br>Click to open file,-16.049131328437873,-0.9493462756044699,-14.560552145271396,-8.38194564583605,5,5,Cluster 5,Cluster 5
0000016957,2,2,,,https://pdf.hres.ca/noc_pm/0000016957.PDF,Document: 0000016957<br>Pages: 2<br>Click to open file,-16.166883403633186,-0.7410153984792067,-14.587466741829013,-8.330360448387319,5,5,Cluster 5,Cluster 5
0000016958,2,2,,,https://pdf.hres.ca/noc_pm/0000016958.PDF,Document: 0000016958<br>Pages: 2<br>Click to open file,-16.194497997139045,-0.8047663211591078,-14.526874090461826,-8.412344968345815,5,5,Cluster 5,Cluster 5
0000017295,2,2,,,https://pdf.hres.ca/noc_pm/0000017295.PDF,Document: 0000017295<br>Pages: 2<br>Click to open file,-8.83151524720008,13.087422749423283,-2.211199308662509,15.559823000404185,6,6,Cluster 6,Cluster 6
0000017556,2,2,,,https://pdf.hres.ca/noc_pm/0000017556.PDF,Document: 0000017556<br>Pages: 2<br>Click to open file,-16.19676011261756,-0.8040912277765109,-14.542027975349521,-8.44070914986437,5,5,Cluster 5,Cluster 5
0000018088,2,2,,,https://pdf.hres.ca/noc_pm/0000018088.PDF,Document: 0000018088<br>Pages: 2<br>Click to open file,-16.17367547211463,-0.8218003265328242,-14.533858801155185,-8.391323125389272,5,5,Cluster 5,Cluster 5
0000018137,2,2,,,https://pdf.hres.ca/noc_pm/0000018137.PDF,Document: 0000018137<br>Pages: 2<br>Click to open file,-16.18899338898475,-0.8193166717655493,-14.527160192756748,-8.367070710685903,5,5,Cluster 5,Cluster 5
0000018276,2,2,,,https://pdf.hres.ca/noc_pm/0000018276.PDF,Document: 0000018276<br>Pages: 2<br>Click to open file,-16.189168865058967,-0.8603043533630206,-14.509959722786045,-8.37696460488146,5,5,Cluster 5,Cluster 5
0000018414,1,1,,,https://pdf.hres.ca/noc_pm/0000018414.PDF,Document: 0000018414<br>Pages: 1<br>Click to open file,-2.292074853752204,-0.9637825727231337,7.145456527442837,4.325292551490611,8,8,Cluster 8,Cluster 8
0000018697,1,1,,,https://pdf.hres.ca/noc_pm/0000018697.PDF,Document: 0000018697<br>Pages: 1<br>Click to open file,-1.6348385160904608,-1.3202120154864623,7.184474920005703,5.017574274513072,8,8,Cluster 8,Cluster 8
0000018720,1,1,,,https://pdf.hres.ca/noc_pm/0000018720.PDF,Document: 0000018720<br>Pages: 1<br>Click to open file,-1.7217845266800604,-1.2609030097491576,7.177205299110318,4.9956435799329935,8,8,Cluster 8,Cluster 8
0000018858,1,1,,,https://pdf.hres.ca/noc_pm/0000018858.PDF,Document: 0000018858<br>Pages: 1<br>Click to open file,-3.0322417562943182,-1.8821537285811736,8.116363977165127,3.745175802680796,8,8,Cluster 8,Cluster 8
0000019186,1,1,,,https://pdf.hres.ca/noc_pm/0000019186.PDF,Document: 0000019186<br>Pages: 1<br>Click to open file,-2.9290055578690253,-1.7865071087844206,8.023307298393155,3.637539350959605,8,8,Cluster 8,Cluster 8
0000019330,1,1,,,https://pdf.hres.ca/noc_pm/0000019330.PDF,Document: 0000019330<br>Pages: 1<br>Click to open file,-2.4763876741867743,-0.6042260914809539,6.71459529277792,4.129868471595591,8,8,Cluster 8,Cluster 8
0000019531,1,1,,,https://pdf.hres.ca/noc_pm/0000019531.PDF,Document: 0000019531<br>Pages: 1<br>Click to open file,-2.1429631060105048,-1.0705486476189925,7.215170835227871,4.5604066490858255,8,8,Cluster 8,Cluster 8
0000019694,1,1,,,https://pdf.hres.ca/noc_pm/0000019694.PDF,Document: 0000019694<br>Pages: 1<br>Click to open file,-3.105821544502326,-1.7704944997794463,8.220475171775723,3.6445879578321634,8,8,Cluster 8,Cluster 8
0000019841,1,1,,,https://pdf.hres.ca/noc_pm/0000019841.PDF,Document: 0000019841<br>Pages: 1<br>Click to open file,-2.998441631172248,-1.9042099505431487,8.155617688865567,3.7098416924207864,8,8,Cluster 8,Cluster 8
0000019843,1,1,,,https://pdf.hres.ca/noc_pm/0000019843.PDF,Document: 0000019843<br>Pages: 1<br>Click to open file,-3.025144512031623,-1.822228530026181,8.163138364524746,3.7136077522962747,8,8,Cluster 8,Cluster 8
0000020292,1,1,,,https://pdf.hres.ca/noc_pm/0000020292.PDF,Document: 0000020292<br>Pages: 1<br>Click to open file,-2.3506976908188544,-0.7530255183346106,6.936569904060269,4.225602114173716,8,8,Cluster 8,Cluster 8
0000020458,5,5,,,https://pdf.hres.ca/noc_pm/0000020458.PDF,Document: 0000020458<br>Pages: 5<br>Click to open file,1.111906310345582,3.9609316796295806,-2.463023687629794,4.668634378883189,1,1,Cluster 1,Cluster 1
0000020501,1,1,,,https://pdf.hres.ca/noc_pm/0000020501.PDF,Document: 0000020501<br>Pages: 1<br>Click to open file,-2.5312346762161932,-1.2275017887122466,7.319360707969571,4.19450231787855,8,8,Cluster 8,Cluster 8
0000020683,2,2,,,https://pdf.hres.ca/noc_pm/0000020683.PDF,Document: 0000020683<br>Pages: 2<br>Click to open file,0.7359249645728387,4.832355877780215,-2.9495196593094817,4.529184305641001,1,1,Cluster 1,Cluster 1
0000020721,1,1,,,https://pdf.hres.ca/noc_pm/0000020721.PDF,Document: 0000020721<br>Pages: 1<br>Click to open file,-3.000810081337043,-1.7377652913100554,7.886554216117764,3.7077965378492532,8,8,Cluster 8,Cluster 8
0000020803,1,1,,,https://pdf.hres.ca/noc_pm/0000020803.PDF,Document: 0000020803<br>Pages: 1<br>Click to open file,-2.5222915953140936,-1.111081102467282,7.286045049400235,4.184339487525767,8,8,Cluster 8,Cluster 8
0000020948,1,1,,,https://pdf.hres.ca/noc_pm/0000020948.PDF,Document: 0000020948<br>Pages: 1<br>Click to open file,-2.402461702201911,-1.871061661816342,8.056404088706875,4.559334719154185,8,8,Cluster 8,Cluster 8
0000020962,1,1,,,https://pdf.hres.ca/noc_pm/0000020962.PDF,Document: 0000020962<br>Pages: 1<br>Click to open file,-2.490500146720954,-0.6115416824586226,6.820886586875821,4.169948065254038,8,8,Cluster 8,Cluster 8
0000020971,1,1,,,https://pdf.hres.ca/noc_pm/0000020971.PDF,Document: 0000020971<br>Pages: 1<br>Click to open file,-1.7786857431870184,-1.2984245806701018,7.173003171653653,4.961904013130015,8,8,Cluster 8,Cluster 8
0000021060,1,1,,,https://pdf.hres.ca/noc_pm/0000021060.PDF,Document: 0000021060<br>Pages: 1<br>Click to open file,-2.494117433403083,-0.6091643810040785,6.729844306678677,4.091962778541392,8,8,Cluster 8,Cluster 8
0000021118,4,4,,,https://pdf.hres.ca/noc_pm/0000021118.PDF,Document: 0000021118<br>Pages: 4<br>Click to open file,0.8832689875621118,4.212688347720401,-2.6058097136307707,4.460226500007456,1,1,Cluster 1,Cluster 1
0000021172,1,1,,,https://pdf.hres.ca/noc_pm/0000021172.PDF,Document: 0000021172<br>Pages: 1<br>Click to open file,-3.0964507406693182,-1.6815303355223967,7.966257547111416,3.6976823448866067,8,8,Cluster 8,Cluster 8
0000021257,5,5,,,https://pdf.hres.ca/noc_pm/0000021257.PDF,Document: 0000021257<br>Pages: 5<br>Click to open file,-1.1898872202377997,9.47200050058295,-8.107100034980869,7.048701250526255,2,2,Cluster 2,Cluster 2
0000021331,1,1,,,https://pdf.hres.ca/noc_pm/0000021331.PDF,Document: 0000021331<br>Pages: 1<br>Click to open file,-2.5822841471176825,-0.9661689862377478,7.273382638664151,3.971730673286265,8,8,Cluster 8,Cluster 8
0000021438,1,1,,,https://pdf.hres.ca/noc_pm/0000021438.PDF,Document: 0000021438<br>Pages: 1<br>Click to open file,-3.0858997648697577,-1.7236085325248076,8.011866067619229,3.825714075538462,8,8,Cluster 8,Cluster 8
0000021446,1,1,,,https://pdf.hres.ca/noc_pm/0000021446.PDF,Document: 0000021446<br>Pages: 1<br>Click to open file,-1.9439243620377264,-1.5595400124556853,7.661150430412198,4.793458425971812,8,8,Cluster 8,Cluster 8
0000021452,1,1,,,https://pdf.hres.ca/noc_pm/0000021452.PDF,Document: 0000021452<br>Pages: 1<br>Click to open file,-2.7258385961991034,-1.0873997598655059,7.326776479453946,3.8897199272840677,8,8,Cluster 8,Cluster 8
0000021468,2,2,,,https://pdf.hres.ca/noc_pm/0000021468.PDF,Document: 0000021468<br>Pages: 2<br>Click to open file,-2.6395823305588446,-0.45356855688164965,6.491335366935635,3.968340837928599,8,8,Cluster 8,Cluster 8
0000021517,1,1,,,https://pdf.hres.ca/noc_pm/0000021517.PDF,Document: 0000021517<br>Pages: 1<br>Click to open file,1.9358934217948236,-2.0055727749831513,4.6237932192992215,-1.3439631074935736,9,9,Cluster 9,Cluster 9
0000021529,1,1,,,https://pdf.hres.ca/noc_pm/0000021529.PDF,Document: 0000021529<br>Pages: 1<br>Click to open file,-1.7334234064560614,-1.2511483520037963,7.159280990333462,4.968340361091441,8,8,Cluster 8,Cluster 8
0000021897,1,1,,,https://pdf.hres.ca/noc_pm/0000021897.PDF,Document: 0000021897<br>Pages: 1<br>Click to open file,-1.7184211557846747,-1.2813919275767638,7.285308335990811,4.814423525306529,8,8,Cluster 8,Cluster 8
0000021958,1,1,,,https://pdf.hres.ca/noc_pm/0000021958.PDF,Document: 0000021958<br>Pages: 1<br>Click to open file,-2.635759288642951,-1.8804179221160247,8.242577050895596,4.158718550178355,8,8,Cluster 8,Cluster 8
0000021991,1,1,,,https://pdf.hres.ca/noc_pm/0000021991.PDF,Document: 0000021991<br>Pages: 1<br>Click to open file,-2.9777683561783514,-1.9338847189910247,8.153969262809659,3.7452334999769388,8,8,Cluster 8,Cluster 8
0000022040,1,1,,,https://pdf.hres.ca/noc_pm/0000022040.PDF,Document: 0000022040<br>Pages: 1<br>Click to open file,-2.405189449165412,-1.886687496281369,8.20332000133505,4.392542326423472,8,8,Cluster 8,Cluster 8
0000022055,1,1,,,https://pdf.hres.ca/noc_pm/0000022055.PDF,Document: 0000022055<br>Pages: 1<br>Click to open file,-2.4849962538223944,-1.2097105175025298,7.224659179420376,4.267656767341441,8,8,Cluster 8,Cluster 8
0000022185,1,1,,,https://pdf.hres.ca/noc_pm/0000022185.PDF,Document: 0000022185<br>Pages: 1<br>Click to open file,-2.4844707792740546,-1.7469638973243071,8.004333947868252,4.509564840766734,8,8,Cluster 8,Cluster 8
0000022200,1,1,,,https://pdf.hres.ca/noc_pm/0000022200.PDF,Document: 0000022200<br>Pages: 1<br>Click to open file,-2.7310222929459296,-1.2782709687716796,7.51255843517294,3.870083773109263,8,8,Cluster 8,Cluster 8
0000022217,1,1,,,https://pdf.hres.ca/noc_pm/0000022217.PDF,Document: 0000022217<br>Pages: 1<br>Click to open file,-2.530382329795905,-1.8474794417388274,8.100912545890713,4.533104860755747,8,8,Cluster 8,Cluster 8
0000022331,1,1,,,https://pdf.hres.ca/noc_pm/0000022331.PDF,Document: 0000022331<br>Pages: 1<br>Click to open file,-2.539938384864875,-1.7448150902755095,8.02265021678915,4.432315790626353,8,8,Cluster 8,Cluster 8
0000022420,1,1,,,https://pdf.hres.ca/noc_pm/0000022420.PDF,Document: 0000022420<br>Pages: 1<br>Click to open file,0.3801884109038629,5.247323891543643,4.426058505744839,-1.2824598685175719,3,9,Cluster 3,Cluster 9
0000022454,1,1,,,https://pdf.hres.ca/noc_pm/0000022454.PDF,Document: 0000022454<br>Pages: 1<br>Click to open file,-2.169973546836921,-1.1053795307643248,7.177161191673184,4.522770845863169,8,8,Cluster 8,Cluster 8
0000022491,1,1,,,https://pdf.hres.ca/noc_pm/0000022491.PDF,Document: 0000022491<br>Pages: 1<br>Click to open file,-2.6214126890640936,-1.1154794484145476,7.358866189689541,4.08938928839857,8,8,Cluster 8,Cluster 8
0000022523,1,1,,,https://pdf.hres.ca/noc_pm/0000022523.PDF,Document: 0000022523<br>Pages: 1<br>Click to open file,-2.6683618372421942,-1.1816856950290038,7.341151689262295,4.149438822242564,8,8,Cluster 8,Cluster 8
0000022559,1,1,,,https://pdf.hres.ca/noc_pm/0000022559.PDF,Document: 0000022559<br>Pages: 1<br>Click to open file,-2.9780968969803534,-1.6906335741050078,7.853273366660977,3.7420425057142435,8,8,Cluster 8,Cluster 8
0000022718,1,1,,,https://pdf.hres.ca/noc_pm/0000022718.PDF,Document: 0000022718<br>Pages: 1<br>Click to open file,-2.853203708503791,-1.3455535560614897,7.758511041374112,4.092372381660288,8,8,Cluster 8,Cluster 8
0000022724,1,1,,,https://pdf.hres.ca/noc_pm/0000022724.PDF,Document: 0000022724<br>Pages: 1<br>Click to open file,-2.6625761335831366,-1.67998103199075,7.938783143730069,4.412886583778208,8,8,Cluster 8,Cluster 8
0000022849,1,1,,,https://pdf.hres.ca/noc_pm/0000022849.PDF,Document: 0000022849<br>Pages: 1<br>Click to open file,-1.8546258753281317,-1.3573726802832915,7.4722418534468655,4.934850656959361,8,8,Cluster 8,Cluster 8
0000022980,1,1,,,https://pdf.hres.ca/noc_pm/0000022980.PDF,Document: 0000022980<br>Pages: 1<br>Click to open file,-2.6771182363968573,-1.0265001147754027,7.445611451835537,3.7336015343397317,8,8,Cluster 8,Cluster 8
0000023031,1,1,,,https://pdf.hres.ca/noc_pm/0000023031.PDF,Document: 0000023031<br>Pages: 1<br>Click to open file,-3.1925958937149725,-1.3213954657084777,7.746197198600674,3.9790935158460794,8,8,Cluster 8,Cluster 8
0000023035,1,1,,,https://pdf.hres.ca/noc_pm/0000023035.PDF,Document: 0000023035<br>Pages: 1<br>Click to open file,-2.8351997679215155,-1.122487613535626,7.568335984916592,3.9641780495374856,8,8,Cluster 8,Cluster 8
0000023077,1,1,,,https://pdf.hres.ca/noc_pm/0000023077.PDF,Document: 0000023077<br>Pages: 1<br>Click to open file,-2.767355377052375,-1.1523167878157927,7.450353120536709,3.949133837196177,8,8,Cluster 8,Cluster 8
0000023095,1,1,,,https://pdf.hres.ca/noc_pm/0000023095.PDF,Document: 0000023095<br>Pages: 1<br>Click to open file,-1.7395936792832098,-1.1659719139106108,7.245182965965176,4.856016600105113,8,8,Cluster 8,Cluster 8
0000023265,2,2,,,https://pdf.hres.ca/noc_pm/0000023265.PDF,Document: 0000023265<br>Pages: 2<br>Click to open file,-2.5410661047440253,-0.6171696871287657,6.675680850715542,4.023119413825816,8,8,Cluster 8,Cluster 8
0000023307,1,1,,,https://pdf.hres.ca/noc_pm/0000023307.PDF,Document: 0000023307<br>Pages: 1<br>Click to open file,-3.137322837684699,-1.3897709637648894,7.844625924796963,3.9598884224622903,8,8,Cluster 8,Cluster 8
0000023379,1,1,,,https://pdf.hres.ca/noc_pm/0000023379.PDF,Document: 0000023379<br>Pages: 1<br>Click to open file,-2.6832150763016425,-1.1908153384692504,7.382892106742764,4.169536077949351,8,8,Cluster 8,Cluster 8
0000023380,1,1,,,https://pdf.hres.ca/noc_pm/0000023380.PDF,Document: 0000023380<br>Pages: 1<br>Click to open file,-2.795964652870246,-1.2996668904788329,7.585500215263272,3.8627986550062356,8,8,Cluster 8,Cluster 8
0000023544,1,1,,,https://pdf.hres.ca/noc_pm/0000023544.PDF,Document: 0000023544<br>Pages: 1<br>Click to open file,-2.8566774672013007,-1.5389094739920928,7.920379613609219,4.240145170661753,8,8,Cluster 8,Cluster 8
0000023568,1,1,,,https://pdf.hres.ca/noc_pm/0000023568.PDF,Document: 0000023568<br>Pages: 1<br>Click to open file,-1.7781280821304999,-1.2455935269362761,7.200696920127774,4.9300942063062845,8,8,Cluster 8,Cluster 8
0000024567,1,1,,,https://pdf.hres.ca/noc_pm/0000024567.PDF,Document: 0000024567<br>Pages: 1<br>Click to open file,-1.864274675224372,-1.3918216615683867,7.39000508663168,4.7974953293531595,8,8,Cluster 8,Cluster 8
0000024923,1,1,,,https://pdf.hres.ca/noc_pm/0000024923.PDF,Document: 0000024923<br>Pages: 1<br>Click to open file,-3.128123218391486,-1.7662234097487761,8.155570481986905,3.8776630997389017,8,8,Cluster 8,Cluster 8
0000025039,1,1,,,https://pdf.hres.ca/noc_pm/0000025039.PDF,Document: 0000025039<br>Pages: 1<br>Click to open file,-2.659487659309455,-2.0990446597106294,8.300989602775479,4.1655091881483255,8,8,Cluster 8,Cluster 8
0000025061,1,1,,,https://pdf.hres.ca/noc_pm/0000025061.PDF,Document: 0000025061<br>Pages: 1<br>Click to open file,-1.9282130545120917,-1.4674440413482024,7.508716081352139,4.789043867561167,8,8,Cluster 8,Cluster 8
0000025140,1,1,,,https://pdf.hres.ca/noc_pm/0000025140.PDF,Document: 0000025140<br>Pages: 1<br>Click to open file,-2.5576445406418524,-0.9792876034743621,7.405033563346768,3.9940003990858255,8,8,Cluster 8,Cluster 8
0000025347,1,1,,,https://pdf.hres.ca/noc_pm/0000025347.PDF,Document: 0000025347<br>Pages: 1<br>Click to open file,-3.211097652290412,-1.6486232071883513,8.053817723960782,3.870191538307017,8,8,Cluster 8,Cluster 8
0000025502,1,1,,,https://pdf.hres.ca/noc_pm/0000025502.PDF,Document: 0000025502<br>Pages: 1<br>Click to open file,-2.9056343382340155,-2.01578197774957,8.325700257987881,3.885168993446177,8,8,Cluster 8,Cluster 8
0000025529,1,1,,,https://pdf.hres.ca/noc_pm/0000025529.PDF,Document: 0000025529<br>Pages: 1<br>Click to open file,-2.7476615255814276,-2.2333618193633393,8.455231641502285,3.8777188896864114,8,8,Cluster 8,Cluster 8
0000025598,1,1,,,https://pdf.hres.ca/noc_pm/0000025598.PDF,Document: 0000025598<br>Pages: 1<br>Click to open file,-2.531759912345954,-0.5876081973082854,6.703258489341641,4.047750437232798,8,8,Cluster 8,Cluster 8
0000025755,1,1,,,https://pdf.hres.ca/noc_pm/0000025755.PDF,Document: 0000025755<br>Pages: 1<br>Click to open file,-1.9649783915024481,-1.4434098988540007,7.585820649833584,4.895549738380259,8,8,Cluster 8,Cluster 8
0000025864,1,1,,,https://pdf.hres.ca/noc_pm/0000025864.PDF,Document: 0000025864<br>Pages: 1<br>Click to open file,-2.4955834692459784,-0.6211854308612181,6.767616962165738,4.095400774452036,8,8,Cluster 8,Cluster 8
0000026082,1,1,,,https://pdf.hres.ca/noc_pm/0000026082.PDF,Document: 0000026082<br>Pages: 1<br>Click to open file,-3.1219028776627264,-1.403157153702481,7.870990251274014,3.8374571442335306,8,8,Cluster 8,Cluster 8
0000026126,1,1,,,https://pdf.hres.ca/noc_pm/0000026126.PDF,Document: 0000026126<br>Pages: 1<br>Click to open file,-2.7681202238541327,-2.2465108424193696,8.514036153526211,3.946648085090464,8,8,Cluster 8,Cluster 8
0000026333,1,1,,,https://pdf.hres.ca/noc_pm/0000026333.PDF,Document: 0000026333<br>Pages: 1<br>Click to open file,-2.5577647036057196,-0.5602654605872466,6.739793275566006,4.058896028968638,8,8,Cluster 8,Cluster 8
0000026538,1,1,,,https://pdf.hres.ca/noc_pm/0000026538.PDF,Document: 0000026538<br>Pages: 1<br>Click to open file,-1.826200420234748,-1.1117339223391844,7.109470580787564,4.756366693946665,8,8,Cluster 8,Cluster 8
0000026626,1,1,,,https://pdf.hres.ca/noc_pm/0000026626.PDF,Document: 0000026626<br>Pages: 1<br>Click to open file,-2.7465767210465155,-2.251429060078366,8.5016250359725,3.953222715827769,8,8,Cluster 8,Cluster 8
